#Wvlgth,Global_tilted_irradiance,Beam_normal_+circumsolar,Difuse_horiz-circumsolar
.6440E+03,.1450E+01,.1307E+01,.1226E+00
.6450E+03,.1460E+01,.1316E+01,.1230E+00
.6460E+03,.1419E+01,.1279E+01,.1189E+00
.6470E+03,.1412E+01,.1274E+01,.1177E+00
.6480E+03,.1399E+01,.1262E+01,.1161E+00
.6490E+03,.1355E+01,.1223E+01,.1121E+00
.6500E+03,.1363E+01,.1229E+01,.1128E+00
.6510E+03,.1448E+01,.1306E+01,.1196E+00
.6520E+03,.1391E+01,.1255E+01,.1139E+00
.6530E+03,.1435E+01,.1294E+01,.1177E+00
.6540E+03,.1419E+01,.1280E+01,.1161E+00
.6550E+03,.1353E+01,.1221E+01,.1101E+00
.6560E+03,.1188E+01,.1072E+01,.9650E-01
.6570E+03,.1242E+01,.1121E+01,.1006E+00
.6580E+03,.1389E+01,.1253E+01,.1123E+00
.6590E+03,.1394E+01,.1258E+01,.1123E+00
.6600E+03,.1402E+01,.1266E+01,.1126E+00
.6610E+03,.1396E+01,.1261E+01,.1115E+00
.6620E+03,.1385E+01,.1251E+01,.1100E+00
.6630E+03,.1387E+01,.1253E+01,.1100E+00
.6640E+03,.1400E+01,.1264E+01,.1110E+00
.6650E+03,.1424E+01,.1286E+01,.1128E+00
.6660E+03,.1423E+01,.1285E+01,.1125E+00
.6670E+03,.1413E+01,.1276E+01,.1115E+00
.6680E+03,.1418E+01,.1280E+01,.1116E+00
.6690E+03,.1442E+01,.1302E+01,.1132E+00
.6700E+03,.1422E+01,.1285E+01,.1113E+00
.6710E+03,.1419E+01,.1282E+01,.1108E+00
.6720E+03,.1400E+01,.1264E+01,.1090E+00
.6730E+03,.1412E+01,.1275E+01,.1097E+00
.6740E+03,.1410E+01,.1273E+01,.1092E+00
.6750E+03,.1398E+01,.1263E+01,.1080E+00
.6760E+03,.1414E+01,.1278E+01,.1089E+00
.6770E+03,.1401E+01,.1266E+01,.1076E+00
.6780E+03,.1409E+01,.1273E+01,.1079E+00
.6790E+03,.1397E+01,.1262E+01,.1067E+00
.6800E+03,.1399E+01,.1264E+01,.1066E+00
.6810E+03,.1394E+01,.1259E+01,.1058E+00
.6820E+03,.1400E+01,.1265E+01,.1060E+00
.6830E+03,.1385E+01,.1252E+01,.1046E+00
.6840E+03,.1376E+01,.1244E+01,.1035E+00
.6850E+03,.1377E+01,.1245E+01,.1033E+00
.6860E+03,.1346E+01,.1217E+01,.1006E+00
.6870E+03,.9690E+00,.8824E+00,.6710E-01
.6880E+03,.1122E+01,.1019E+01,.7981E-01
.6890E+03,.1129E+01,.1025E+01,.8014E-01
.6900E+03,.1184E+01,.1074E+01,.8455E-01
.6910E+03,.1235E+01,.1119E+01,.8889E-01
.6920E+03,.1271E+01,.1151E+01,.9194E-01
.6930E+03,.1263E+01,.1144E+01,.9101E-01
.6940E+03,.1248E+01,.1131E+01,.8958E-01
.6950E+03,.1273E+01,.1153E+01,.9173E-01
.6960E+03,.1271E+01,.1151E+01,.9125E-01
.6970E+03,.1342E+01,.1214E+01,.9701E-01
.6980E+03,.1321E+01,.1195E+01,.9518E-01
.6990E+03,.1294E+01,.1172E+01,.9236E-01
.7000E+03,.1284E+01,.1163E+01,.9138E-01
.7010E+03,.1268E+01,.1149E+01,.8984E-01
.7020E+03,.1269E+01,.1149E+01,.8986E-01
.7030E+03,.1276E+01,.1156E+01,.9008E-01
.7040E+03,.1309E+01,.1186E+01,.9245E-01
.7050E+03,.1323E+01,.1198E+01,.9311E-01
.7060E+03,.1316E+01,.1192E+01,.9248E-01
.7070E+03,.1310E+01,.1187E+01,.9186E-01
.7080E+03,.1306E+01,.1183E+01,.9128E-01
.7090E+03,.1311E+01,.1187E+01,.9150E-01
.7100E+03,.1319E+01,.1195E+01,.9167E-01
.7110E+03,.1317E+01,.1193E+01,.9138E-01
.7120E+03,.1308E+01,.1185E+01,.9066E-01
.7130E+03,.1293E+01,.1171E+01,.8925E-01
.7140E+03,.1304E+01,.1182E+01,.8973E-01
.7150E+03,.1260E+01,.1142E+01,.8623E-01
.7160E+03,.1273E+01,.1154E+01,.8683E-01
.7170E+03,.1107E+01,.1007E+01,.7342E-01
.7180E+03,.1031E+01,.9382E+00,.6764E-01
.7190E+03,.9248E+00,.8422E+00,.6008E-01
.7200E+03,.9869E+00,.8989E+00,.6401E-01
.7210E+03,.1087E+01,.9891E+00,.7154E-01
.7220E+03,.1241E+01,.1127E+01,.8301E-01
.7230E+03,.1146E+01,.1042E+01,.7554E-01
.7240E+03,.1057E+01,.9625E+00,.6857E-01
.7250E+03,.1039E+01,.9468E+00,.6705E-01
.7260E+03,.1082E+01,.9855E+00,.6992E-01
.7270E+03,.1086E+01,.9893E+00,.7024E-01
.7280E+03,.1041E+01,.9489E+00,.6656E-01
.7290E+03,.1047E+01,.9540E+00,.6741E-01
.7300E+03,.1129E+01,.1029E+01,.7271E-01
.7310E+03,.1070E+01,.9756E+00,.6839E-01
.7320E+03,.1154E+01,.1051E+01,.7429E-01
.7330E+03,.1197E+01,.1089E+01,.7754E-01
.7340E+03,.1236E+01,.1125E+01,.8004E-01
.7350E+03,.1218E+01,.1110E+01,.7858E-01
.7360E+03,.1207E+01,.1099E+01,.7764E-01
.7370E+03,.1205E+01,.1097E+01,.7725E-01
.7380E+03,.1227E+01,.1118E+01,.7891E-01
.7390E+03,.1191E+01,.1085E+01,.7632E-01
.7400E+03,.1220E+01,.1111E+01,.7809E-01
.7410E+03,.1215E+01,.1107E+01,.7765E-01
.7420E+03,.1216E+01,.1108E+01,.7753E-01
.7430E+03,.1241E+01,.1131E+01,.7891E-01
.7440E+03,.1250E+01,.1140E+01,.7933E-01
.7450E+03,.1250E+01,.1140E+01,.7910E-01
.7460E+03,.1247E+01,.1137E+01,.7871E-01
.7470E+03,.1248E+01,.1138E+01,.7854E-01
.7480E+03,.1240E+01,.1132E+01,.7783E-01
.7490E+03,.1236E+01,.1128E+01,.7733E-01
.7500E+03,.1234E+01,.1127E+01,.7702E-01
.7510E+03,.1229E+01,.1122E+01,.7648E-01
.7520E+03,.1233E+01,.1126E+01,.7655E-01
.7530E+03,.1227E+01,.1120E+01,.7594E-01
.7540E+03,.1242E+01,.1135E+01,.7667E-01
.7550E+03,.1238E+01,.1131E+01,.7624E-01
.7560E+03,.1223E+01,.1118E+01,.7512E-01
.7570E+03,.1222E+01,.1117E+01,.7485E-01
.7580E+03,.1229E+01,.1124E+01,.7509E-01
.7590E+03,.1194E+01,.1092E+01,.7252E-01
.7600E+03,.2642E+00,.2471E+00,.1172E-01
.7610E+03,.1522E+00,.1433E+00,.6077E-02
.7620E+03,.6870E+00,.6346E+00,.3677E-01
.7630E+03,.3779E+00,.3521E+00,.1783E-01
.7640E+03,.5376E+00,.4986E+00,.2715E-01
.7650E+03,.6854E+00,.6335E+00,.3635E-01
.7660E+03,.8144E+00,.7504E+00,.4501E-01
.7670E+03,.9742E+00,.8952E+00,.5567E-01
.7680E+03,.1114E+01,.1022E+01,.6512E-01
.7690E+03,.1128E+01,.1034E+01,.6613E-01
.7700E+03,.1161E+01,.1064E+01,.6830E-01
.7710E+03,.1168E+01,.1071E+01,.6876E-01
.7720E+03,.1178E+01,.1079E+01,.6917E-01
.7730E+03,.1177E+01,.1079E+01,.6893E-01
.7740E+03,.1177E+01,.1079E+01,.6874E-01
.7750E+03,.1177E+01,.1079E+01,.6855E-01
.7760E+03,.1179E+01,.1082E+01,.6853E-01
.7770E+03,.1172E+01,.1076E+01,.6793E-01
.7780E+03,.1171E+01,.1075E+01,.6764E-01
.7790E+03,.1176E+01,.1080E+01,.6774E-01
.7800E+03,.1163E+01,.1068E+01,.6682E-01
.7810E+03,.1160E+01,.1066E+01,.6648E-01
.7820E+03,.1166E+01,.1071E+01,.6662E-01
.7830E+03,.1161E+01,.1066E+01,.6619E-01
.7840E+03,.1153E+01,.1059E+01,.6558E-01
.7850E+03,.1158E+01,.1064E+01,.6568E-01
.7860E+03,.1159E+01,.1065E+01,.6553E-01
.7870E+03,.1145E+01,.1052E+01,.6440E-01
.7880E+03,.1130E+01,.1039E+01,.6333E-01
.7890E+03,.1125E+01,.1035E+01,.6286E-01
.7900E+03,.1091E+01,.1004E+01,.6051E-01
.7910E+03,.1105E+01,.1017E+01,.6141E-01
.7920E+03,.1095E+01,.1008E+01,.6069E-01
.7930E+03,.1087E+01,.1001E+01,.6006E-01
.7940E+03,.1097E+01,.1009E+01,.6072E-01
.7950E+03,.1093E+01,.1006E+01,.6027E-01
.7960E+03,.1074E+01,.9892E+00,.5872E-01
.7970E+03,.1091E+01,.1005E+01,.5951E-01
.7980E+03,.1112E+01,.1024E+01,.6082E-01
.7990E+03,.1090E+01,.1004E+01,.5942E-01
.8000E+03,.1072E+01,.9879E+00,.5819E-01
.8010E+03,.1084E+01,.9991E+00,.5860E-01
.8020E+03,.1085E+01,.1000E+01,.5852E-01
.8030E+03,.1065E+01,.9822E+00,.5726E-01
.8040E+03,.1078E+01,.9939E+00,.5781E-01
.8050E+03,.1054E+01,.9721E+00,.5649E-01
.8060E+03,.1097E+01,.1012E+01,.5878E-01
.8070E+03,.1085E+01,.1001E+01,.5797E-01
.8080E+03,.1081E+01,.9978E+00,.5764E-01
.8090E+03,.1054E+01,.9729E+00,.5592E-01
.8100E+03,.1055E+01,.9743E+00,.5573E-01
.8110E+03,.1053E+01,.9721E+00,.5532E-01
.8120E+03,.1026E+01,.9484E+00,.5355E-01
.8130E+03,.1007E+01,.9309E+00,.5223E-01
.8140E+03,.9023E+00,.8352E+00,.4579E-01
.8150E+03,.8946E+00,.8282E+00,.4528E-01
.8160E+03,.8325E+00,.7712E+00,.4172E-01
.8170E+03,.8521E+00,.7894E+00,.4272E-01
.8180E+03,.8228E+00,.7625E+00,.4100E-01
.8190E+03,.9051E+00,.8379E+00,.4577E-01
.8200E+03,.8620E+00,.7985E+00,.4315E-01
.8210E+03,.9974E+00,.9225E+00,.5096E-01
.8220E+03,.9512E+00,.8802E+00,.4828E-01
.8230E+03,.6732E+00,.6254E+00,.3227E-01
.8240E+03,.9348E+00,.8656E+00,.4691E-01
.8250E+03,.9690E+00,.8969E+00,.4891E-01
.8260E+03,.9344E+00,.8655E+00,.4673E-01
.8270E+03,.9842E+00,.9112E+00,.4949E-01
.8280E+03,.8499E+00,.7882E+00,.4164E-01
.8290E+03,.9291E+00,.8608E+00,.4619E-01
.8300E+03,.9158E+00,.8488E+00,.4533E-01
.8310E+03,.9236E+00,.8561E+00,.4565E-01
.8320E+03,.8941E+00,.8291E+00,.4388E-01
.8330E+03,.9553E+00,.8851E+00,.4738E-01
.8340E+03,.9328E+00,.8648E+00,.4585E-01
.8350E+03,.1002E+01,.9286E+00,.4979E-01
.8360E+03,.9713E+00,.9004E+00,.4773E-01
.8370E+03,.1008E+01,.9343E+00,.4986E-01
.8380E+03,.9982E+00,.9252E+00,.4908E-01
.8390E+03,.1000E+01,.9272E+00,.4926E-01
.8400E+03,.1015E+01,.9406E+00,.4989E-01
.8410E+03,.1009E+01,.9356E+00,.4942E-01
.8420E+03,.9962E+00,.9235E+00,.4876E-01
.8430E+03,.1004E+01,.9311E+00,.4915E-01
.8440E+03,.9854E+00,.9137E+00,.4804E-01
.8450E+03,.1016E+01,.9416E+00,.4947E-01
.8460E+03,.1018E+01,.9438E+00,.4947E-01
.8470E+03,.9908E+00,.9189E+00,.4807E-01
.8480E+03,.9912E+00,.9195E+00,.4793E-01
.8490E+03,.9850E+00,.9139E+00,.4750E-01
.8500E+03,.8929E+00,.8285E+00,.4296E-01
.8510E+03,.9740E+00,.9039E+00,.4668E-01
.8520E+03,.9684E+00,.8988E+00,.4631E-01
.8530E+03,.9639E+00,.8948E+00,.4602E-01
.8540E+03,.8503E+00,.7895E+00,.4046E-01
.8550E+03,.9121E+00,.8469E+00,.4335E-01
.8560E+03,.9722E+00,.9028E+00,.4608E-01
.8570E+03,.9907E+00,.9200E+00,.4689E-01
.8580E+03,.9910E+00,.9203E+00,.4679E-01
.8590E+03,.9907E+00,.9202E+00,.4669E-01
.8600E+03,.9871E+00,.9170E+00,.4642E-01
.8610E+03,.9858E+00,.9159E+00,.4625E-01
.8620E+03,.9935E+00,.9231E+00,.4652E-01
.8630E+03,.9995E+00,.9287E+00,.4670E-01
.8640E+03,.9781E+00,.9090E+00,.4561E-01
.8650E+03,.9622E+00,.8943E+00,.4477E-01
.8660E+03,.8481E+00,.7883E+00,.3937E-01
.8670E+03,.9145E+00,.8501E+00,.4235E-01
.8680E+03,.9582E+00,.8908E+00,.4428E-01
.8690E+03,.9485E+00,.8819E+00,.4373E-01
.8700E+03,.9665E+00,.8987E+00,.4446E-01
.8710E+03,.9528E+00,.8861E+00,.4373E-01
.8720E+03,.9658E+00,.8983E+00,.4423E-01
.8730E+03,.9561E+00,.8894E+00,.4369E-01
.8740E+03,.9394E+00,.8739E+00,.4282E-01
.8750E+03,.9258E+00,.8615E+00,.4209E-01
.8760E+03,.9517E+00,.8857E+00,.4316E-01
.8770E+03,.9551E+00,.8889E+00,.4322E-01
.8780E+03,.9513E+00,.8855E+00,.4294E-01
.8790E+03,.9355E+00,.8709E+00,.4213E-01
.8800E+03,.9385E+00,.8738E+00,.4217E-01
.8810E+03,.9076E+00,.8451E+00,.4067E-01
.8820E+03,.9314E+00,.8673E+00,.4164E-01
.8830E+03,.9282E+00,.8644E+00,.4143E-01
.8840E+03,.9320E+00,.8680E+00,.4149E-01
.8850E+03,.9431E+00,.8786E+00,.4188E-01
.8860E+03,.9065E+00,.8446E+00,.4008E-01
.8870E+03,.9096E+00,.8474E+00,.4019E-01
.8880E+03,.9212E+00,.8584E+00,.4057E-01
.8890E+03,.9334E+00,.8698E+00,.4109E-01
.8900E+03,.9229E+00,.8602E+00,.4044E-01
.8910E+03,.9247E+00,.8620E+00,.4048E-01
.8920E+03,.9078E+00,.8463E+00,.3955E-01
.8930E+03,.8727E+00,.8140E+00,.3778E-01
.8940E+03,.8491E+00,.7923E+00,.3640E-01
.8950E+03,.8118E+00,.7581E+00,.3439E-01
.8960E+03,.7622E+00,.7122E+00,.3192E-01
.8970E+03,.6656E+00,.6227E+00,.2727E-01
.8980E+03,.7176E+00,.6710E+00,.2967E-01
.8990E+03,.5490E+00,.5143E+00,.2188E-01
.9000E+03,.7423E+00,.6939E+00,.3082E-01
.9010E+03,.5993E+00,.5613E+00,.2400E-01
.9020E+03,.6700E+00,.6266E+00,.2746E-01
.9030E+03,.6887E+00,.6444E+00,.2799E-01
.9040E+03,.8438E+00,.7881E+00,.3537E-01
.9050E+03,.8164E+00,.7629E+00,.3398E-01
.9060E+03,.7751E+00,.7246E+00,.3201E-01
.9070E+03,.6385E+00,.5980E+00,.2550E-01
.9080E+03,.6521E+00,.6105E+00,.2611E-01
.9090E+03,.7040E+00,.6587E+00,.2853E-01
.9100E+03,.6249E+00,.5855E+00,.2468E-01
.9110E+03,.6665E+00,.6242E+00,.2660E-01
.9120E+03,.6887E+00,.6447E+00,.2759E-01
.9130E+03,.6271E+00,.5877E+00,.2460E-01
.9140E+03,.6264E+00,.5871E+00,.2457E-01
.9150E+03,.6767E+00,.6340E+00,.2671E-01
.9160E+03,.5765E+00,.5407E+00,.2230E-01
.9170E+03,.7289E+00,.6824E+00,.2906E-01
.9180E+03,.5927E+00,.5558E+00,.2288E-01
.9190E+03,.7368E+00,.6899E+00,.2934E-01
.9200E+03,.7437E+00,.6961E+00,.2975E-01
.9210E+03,.7793E+00,.7292E+00,.3133E-01
.9220E+03,.6989E+00,.6546E+00,.2757E-01
.9230E+03,.7438E+00,.6960E+00,.2978E-01
.9240E+03,.7201E+00,.6745E+00,.2831E-01
.9250E+03,.7102E+00,.6655E+00,.2780E-01
.9260E+03,.7018E+00,.6576E+00,.2748E-01
.9270E+03,.7855E+00,.7354E+00,.3111E-01
.9280E+03,.5858E+00,.5499E+00,.2199E-01
.9290E+03,.5451E+00,.5121E+00,.2014E-01
.9300E+03,.4320E+00,.4066E+00,.1539E-01
.9310E+03,.4092E+00,.3852E+00,.1453E-01
.9320E+03,.3007E+00,.2837E+00,.1019E-01
.9330E+03,.2482E+00,.2345E+00,.8155E-02
.9340E+03,.1434E+00,.1360E+00,.4295E-02
.9350E+03,.2508E+00,.2368E+00,.8322E-02
.9360E+03,.1612E+00,.1526E+00,.5040E-02
.9370E+03,.1631E+00,.1545E+00,.5071E-02
.9380E+03,.2004E+00,.1895E+00,.6346E-02
.9390E+03,.3989E+00,.3757E+00,.1390E-01
.9400E+03,.4717E+00,.4439E+00,.1681E-01
.9410E+03,.3718E+00,.3505E+00,.1276E-01
.9420E+03,.4052E+00,.3817E+00,.1414E-01
.9430E+03,.2783E+00,.2628E+00,.9230E-02
.9440E+03,.2859E+00,.2697E+00,.9654E-02
.9450E+03,.3682E+00,.3471E+00,.1256E-01
.9460E+03,.1945E+00,.1840E+00,.6115E-02
.9470E+03,.3710E+00,.3499E+00,.1254E-01
.9480E+03,.2742E+00,.2590E+00,.9026E-02
.9490E+03,.4936E+00,.4649E+00,.1723E-01
.9500E+03,.1470E+00,.1394E+00,.4370E-02
.9510E+03,.4835E+00,.4554E+00,.1684E-01
.9520E+03,.2688E+00,.2541E+00,.8632E-02
.9530E+03,.3435E+00,.3243E+00,.1141E-01
.9540E+03,.4240E+00,.3997E+00,.1452E-01
.9550E+03,.3411E+00,.3219E+00,.1135E-01
.9560E+03,.3283E+00,.3098E+00,.1096E-01
.9570E+03,.2705E+00,.2558E+00,.8581E-02
.9580E+03,.4611E+00,.4343E+00,.1603E-01
.9590E+03,.3739E+00,.3527E+00,.1250E-01
.9600E+03,.4205E+00,.3966E+00,.1418E-01
.9610E+03,.4611E+00,.4346E+00,.1583E-01
.9620E+03,.4417E+00,.4164E+00,.1505E-01
.9630E+03,.5049E+00,.4756E+00,.1753E-01
.9640E+03,.4586E+00,.4322E+00,.1573E-01
.9650E+03,.5037E+00,.4744E+00,.1744E-01
.9660E+03,.5026E+00,.4735E+00,.1733E-01
.9670E+03,.5023E+00,.4733E+00,.1725E-01
.9680E+03,.6516E+00,.6126E+00,.2347E-01
.9690E+03,.6847E+00,.6437E+00,.2467E-01
.9700E+03,.6342E+00,.5965E+00,.2255E-01
.9710E+03,.7131E+00,.6702E+00,.2588E-01
.9720E+03,.6870E+00,.6459E+00,.2472E-01
.9730E+03,.6061E+00,.5705E+00,.2126E-01
.9740E+03,.5739E+00,.5404E+00,.1998E-01
.9750E+03,.5896E+00,.5550E+00,.2063E-01
.9760E+03,.5716E+00,.5384E+00,.1975E-01
.9770E+03,.6382E+00,.6005E+00,.2252E-01
.9780E+03,.6147E+00,.5787E+00,.2144E-01
.9790E+03,.6376E+00,.6001E+00,.2238E-01
.9800E+03,.6043E+00,.5691E+00,.2099E-01
.9810E+03,.7120E+00,.6697E+00,.2533E-01
.9820E+03,.6914E+00,.6506E+00,.2438E-01
.9830E+03,.6663E+00,.6272E+00,.2331E-01
.9840E+03,.7360E+00,.6921E+00,.2623E-01
.9850E+03,.6863E+00,.6459E+00,.2405E-01
.9860E+03,.7498E+00,.7051E+00,.2673E-01
.9870E+03,.7382E+00,.6944E+00,.2615E-01
.9880E+03,.7336E+00,.6901E+00,.2593E-01
.9890E+03,.7480E+00,.7035E+00,.2657E-01
.9900E+03,.7312E+00,.6880E+00,.2575E-01
.9910E+03,.7525E+00,.7079E+00,.2659E-01
.9920E+03,.7499E+00,.7055E+00,.2646E-01
.9930E+03,.7362E+00,.6928E+00,.2582E-01
.9940E+03,.7530E+00,.7084E+00,.2649E-01
.9950E+03,.7506E+00,.7063E+00,.2637E-01
.9960E+03,.7477E+00,.7036E+00,.2620E-01
.9970E+03,.7386E+00,.6951E+00,.2583E-01
.9980E+03,.7378E+00,.6944E+00,.2575E-01
.9990E+03,.7375E+00,.6941E+00,.2570E-01
.1000E+04,.7342E+00,.6911E+00,.2551E-01
.1001E+04,.7433E+00,.6997E+00,.2580E-01
.1002E+04,.7270E+00,.6845E+00,.2507E-01
.1003E+04,.7333E+00,.6904E+00,.2535E-01
.1004E+04,.7223E+00,.6801E+00,.2488E-01
.1005E+04,.6807E+00,.6410E+00,.2344E-01
.1006E+04,.7115E+00,.6700E+00,.2443E-01
.1007E+04,.7264E+00,.6842E+00,.2490E-01
.1008E+04,.7258E+00,.6836E+00,.2481E-01
.1009E+04,.7187E+00,.6770E+00,.2450E-01
.1010E+04,.7181E+00,.6765E+00,.2442E-01
.1011E+04,.7217E+00,.6799E+00,.2455E-01
.1012E+04,.7177E+00,.6762E+00,.2434E-01
.1013E+04,.7165E+00,.6751E+00,.2429E-01
.1014E+04,.7196E+00,.6780E+00,.2434E-01
.1015E+04,.7071E+00,.6663E+00,.2387E-01
.1016E+04,.7102E+00,.6693E+00,.2392E-01
.1017E+04,.7023E+00,.6619E+00,.2361E-01
.1018E+04,.7131E+00,.6722E+00,.2393E-01
.1019E+04,.6878E+00,.6484E+00,.2299E-01
.1020E+04,.6979E+00,.6580E+00,.2332E-01
.1021E+04,.7007E+00,.6606E+00,.2337E-01
.1022E+04,.6887E+00,.6494E+00,.2291E-01
.1023E+04,.6940E+00,.6545E+00,.2304E-01
.1024E+04,.6896E+00,.6503E+00,.2281E-01
.1025E+04,.6965E+00,.6568E+00,.2305E-01
.1026E+04,.6953E+00,.6558E+00,.2295E-01
.1027E+04,.6920E+00,.6528E+00,.2280E-01
.1028E+04,.6928E+00,.6535E+00,.2278E-01
.1029E+04,.6853E+00,.6465E+00,.2248E-01
.1030E+04,.6895E+00,.6505E+00,.2260E-01
.1031E+04,.6863E+00,.6476E+00,.2244E-01
.1032E+04,.6868E+00,.6481E+00,.2242E-01
.1033E+04,.6751E+00,.6371E+00,.2199E-01
.1034E+04,.6791E+00,.6409E+00,.2208E-01
.1035E+04,.6813E+00,.6431E+00,.2210E-01
.1036E+04,.6810E+00,.6428E+00,.2204E-01
.1037E+04,.6740E+00,.6362E+00,.2177E-01
.1038E+04,.6707E+00,.6332E+00,.2163E-01
.1039E+04,.6753E+00,.6376E+00,.2173E-01
.1040E+04,.6707E+00,.6332E+00,.2154E-01
.1041E+04,.6708E+00,.6334E+00,.2149E-01
.1042E+04,.6710E+00,.6336E+00,.2146E-01
.1043E+04,.6643E+00,.6273E+00,.2120E-01
.1044E+04,.6673E+00,.6303E+00,.2126E-01
.1045E+04,.6635E+00,.6267E+00,.2109E-01
.1046E+04,.6462E+00,.6104E+00,.2050E-01
.1047E+04,.6560E+00,.6197E+00,.2076E-01
.1048E+04,.6618E+00,.6252E+00,.2090E-01
.1049E+04,.6580E+00,.6217E+00,.2074E-01
.1050E+04,.6537E+00,.6176E+00,.2056E-01
.1051E+04,.6542E+00,.6182E+00,.2054E-01
.1052E+04,.6502E+00,.6145E+00,.2037E-01
.1053E+04,.6482E+00,.6126E+00,.2026E-01
.1054E+04,.6455E+00,.6101E+00,.2014E-01
.1055E+04,.6475E+00,.6120E+00,.2015E-01
.1056E+04,.6455E+00,.6101E+00,.2004E-01
.1057E+04,.6439E+00,.6087E+00,.1995E-01
.1058E+04,.6372E+00,.6025E+00,.1970E-01
.1059E+04,.6178E+00,.5842E+00,.1906E-01
.1060E+04,.6349E+00,.6003E+00,.1955E-01
.1061E+04,.6203E+00,.5866E+00,.1907E-01
.1062E+04,.6317E+00,.5974E+00,.1937E-01
.1063E+04,.6215E+00,.5878E+00,.1902E-01
.1064E+04,.6310E+00,.5968E+00,.1927E-01
.1065E+04,.6282E+00,.5942E+00,.1913E-01
.1066E+04,.6162E+00,.5829E+00,.1874E-01
.1067E+04,.6194E+00,.5860E+00,.1879E-01
.1068E+04,.6185E+00,.5852E+00,.1872E-01
.1069E+04,.5854E+00,.5539E+00,.1769E-01
.1070E+04,.6038E+00,.5714E+00,.1819E-01
.1071E+04,.6157E+00,.5827E+00,.1855E-01
.1072E+04,.6145E+00,.5816E+00,.1845E-01
.1073E+04,.6028E+00,.5705E+00,.1807E-01
.1074E+04,.6207E+00,.5874E+00,.1861E-01
.1075E+04,.5917E+00,.5602E+00,.1759E-01
.1076E+04,.6138E+00,.5810E+00,.1832E-01
.1077E+04,.6035E+00,.5714E+00,.1791E-01
.1078E+04,.6024E+00,.5704E+00,.1782E-01
.1079E+04,.6039E+00,.5717E+00,.1793E-01
.1080E+04,.5964E+00,.5648E+00,.1758E-01
.1081E+04,.5800E+00,.5494E+00,.1703E-01
.1082E+04,.5886E+00,.5574E+00,.1733E-01
.1083E+04,.5973E+00,.5657E+00,.1757E-01
.1084E+04,.5775E+00,.5471E+00,.1681E-01
.1085E+04,.5925E+00,.5613E+00,.1731E-01
.1086E+04,.5535E+00,.5246E+00,.1593E-01
.1087E+04,.5662E+00,.5365E+00,.1643E-01
.1088E+04,.5923E+00,.5612E+00,.1723E-01
.1089E+04,.5784E+00,.5481E+00,.1669E-01
.1090E+04,.5550E+00,.5262E+00,.1589E-01
.1091E+04,.5875E+00,.5569E+00,.1696E-01
.1092E+04,.5804E+00,.5501E+00,.1674E-01
.1093E+04,.5098E+00,.4837E+00,.1434E-01
.1094E+04,.5389E+00,.5109E+00,.1545E-01
.1095E+04,.5197E+00,.4930E+00,.1463E-01
.1096E+04,.5025E+00,.4768E+00,.1401E-01
.1097E+04,.5777E+00,.5477E+00,.1651E-01
.1098E+04,.5024E+00,.4768E+00,.1394E-01
.1099E+04,.5070E+00,.4812E+00,.1408E-01
.1100E+04,.4851E+00,.4606E+00,.1328E-01
.1101E+04,.4963E+00,.4712E+00,.1361E-01
.1102E+04,.4680E+00,.4445E+00,.1273E-01
.1103E+04,.4656E+00,.4424E+00,.1258E-01
.1104E+04,.4662E+00,.4429E+00,.1258E-01
.1105E+04,.5059E+00,.4804E+00,.1385E-01
.1106E+04,.3960E+00,.3766E+00,.1031E-01
.1107E+04,.4813E+00,.4572E+00,.1302E-01
.1108E+04,.4131E+00,.3929E+00,.1084E-01
.1109E+04,.4125E+00,.3923E+00,.1083E-01
.1110E+04,.4785E+00,.4547E+00,.1284E-01
.1111E+04,.3314E+00,.3155E+00,.8388E-02
.1112E+04,.4133E+00,.3931E+00,.1081E-01
.1113E+04,.2684E+00,.2559E+00,.6549E-02
.1114E+04,.2997E+00,.2856E+00,.7378E-02
.1115E+04,.2498E+00,.2382E+00,.6049E-02
.1116E+04,.2012E+00,.1921E+00,.4665E-02
.1117E+04,.7943E-01,.7614E-01,.1607E-02
.1118E+04,.2174E+00,.2075E+00,.5095E-02
.1119E+04,.1130E+00,.1082E+00,.2430E-02
.1120E+04,.1417E+00,.1356E+00,.3074E-02
.1121E+04,.1856E+00,.1775E+00,.4154E-02
.1122E+04,.8150E-01,.7813E-01,.1646E-02
.1123E+04,.1280E+00,.1225E+00,.2747E-02
.1124E+04,.1086E+00,.1039E+00,.2304E-02
.1125E+04,.1441E+00,.1379E+00,.3128E-02
.1126E+04,.5142E-01,.4938E-01,.9716E-03
.1127E+04,.1571E+00,.1503E+00,.3425E-02
.1128E+04,.9901E-01,.9492E-01,.1997E-02
.1129E+04,.1057E+00,.1013E+00,.2150E-02
.1130E+04,.7038E-01,.6755E-01,.1361E-02
.1131E+04,.2953E+00,.2819E+00,.6921E-02
.1132E+04,.2339E+00,.2235E+00,.5328E-02
.1133E+04,.1531E+00,.1466E+00,.3255E-02
.1134E+04,.4159E-01,.3998E-01,.7559E-03
.1135E+04,.1541E-01,.1482E-01,.2755E-03
.1136E+04,.1285E+00,.1232E+00,.2643E-02
.1137E+04,.2875E+00,.2746E+00,.6619E-02
.1138E+04,.2031E+00,.1942E+00,.4527E-02
.1139E+04,.2984E+00,.2847E+00,.7075E-02
.1140E+04,.2558E+00,.2443E+00,.5882E-02
.1141E+04,.1932E+00,.1848E+00,.4270E-02
